[main] Node 6  gradient=2  starting
[I][transport] Node 6: send->broker:7000  recv<-port:7106
[I][sensors_sim] Sim sensors ready (node 6)
[I][gradient_mesh] Node 6 (g=2) sim init OK
[I][gradient_mesh] Provisioned: 0x0007  gradient=2
[I][gradient_mesh] Node 6 → 0x0003  T=24.8 H=71.5 S=53.7
[I][gradient_mesh] Node 6 → 0x0003  T=25.2 H=72.0 S=54.7
[I][gradient_mesh] Node 6 → 0x0003  T=24.8 H=71.8 S=53.0
[I][gradient_mesh] Node 6 → 0x0003  T=25.2 H=72.3 S=54.1
[I][gradient_mesh] Node 6 → 0x0003  T=24.8 H=72.1 S=56.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=72.6 S=53.5
[I][gradient_mesh] Node 6 → 0x0003  T=24.8 H=72.4 S=55.8
[I][gradient_mesh] Node 6 → 0x0003  T=25.0 H=72.5 S=55.8
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=72.2 S=54.2
[I][gradient_mesh] Node 6 → 0x0003  T=25.0 H=70.8 S=55.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=70.5 S=53.5
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=71.1 S=54.6
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=70.9 S=53.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.8 H=70.6 S=56.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=71.2 S=53.3
[I][gradient_mesh] Node 6 → 0x0003  T=24.8 H=70.9 S=55.6
[I][gradient_mesh] Node 6 → 0x0003  T=24.7 H=72.0 S=53.7
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=71.8 S=56.0
[I][gradient_mesh] Node 6 → 0x0003  T=24.7 H=70.4 S=53.0
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=70.1 S=55.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=70.7 S=56.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=70.5 S=54.7
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=71.1 S=55.8
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=70.8 S=54.1
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=70.9 S=54.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=70.7 S=56.5
[I][gradient_mesh] Node 6 → 0x0003  T=24.0 H=71.3 S=53.5
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=71.1 S=55.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=69.7 S=56.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=71.4 S=55.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=70.1 S=56.3
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=69.8 S=54.6
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=71.0 S=56.7
[I][gradient_mesh] Node 6 → 0x0003  T=23.9 H=70.7 S=55.0
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=71.4 S=56.0
[I][gradient_mesh] Node 6 → 0x0003  T=24.0 H=71.1 S=54.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=69.8 S=55.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.0 H=69.5 S=53.7
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=70.2 S=54.8
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=70.0 S=53.1
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=70.1 S=53.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.0 H=69.9 S=55.5
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=70.5 S=56.5
[I][gradient_mesh] Node 6 → 0x0003  T=24.0 H=70.3 S=54.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=71.0 S=55.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=70.8 S=54.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.5 H=69.4 S=55.3
[I][gradient_mesh] Node 6 → 0x0003  T=24.2 H=70.6 S=55.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=69.7 S=54.0
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=69.5 S=56.3
[I][gradient_mesh] Node 6 → 0x0003  T=24.2 H=70.2 S=53.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.5 H=70.0 S=55.7
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=70.7 S=56.8
[I][gradient_mesh] Node 6 → 0x0003  T=24.0 H=70.5 S=55.1
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=71.1 S=56.1
[I][gradient_mesh] Node 6 → 0x0003  T=24.0 H=70.9 S=54.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=71.1 S=54.5
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=70.9 S=56.8
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=71.6 S=53.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=71.4 S=56.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.5 H=70.1 S=53.2
[I][gradient_mesh] Node 6 → 0x0003  T=24.1 H=70.0 S=55.6
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=70.6 S=56.6
[I][gradient_mesh] Node 6 → 0x0003  T=24.2 H=70.5 S=54.9
[I][gradient_mesh] Node 6 → 0x0003  T=24.2 H=71.7 S=53.0
[I][gradient_mesh] Node 6 → 0x0003  T=24.5 H=71.5 S=55.3
[I][gradient_mesh] Node 6 → 0x0003  T=24.3 H=70.2 S=56.4
[I][gradient_mesh] Node 6 → 0x0003  T=24.6 H=70.0 S=54.7
[I][gradient_mesh] Node 6 → 0x0003  T=24.4 H=70.7 S=55.8
[I][gradient_mesh] Node 6 → 0x0003  T=24.7 H=70.6 S=54.1
[I][gradient_mesh] Node 6 → 0x0003  T=24.5 H=71.3 S=55.1
[I][gradient_mesh] Node 6 → 0x0003  T=24.8 H=71.1 S=53.4
