[main] Node 7  gradient=3  starting
[I][transport] Node 7: send->broker:7000  recv<-port:7107
[I][sensors_sim] Sim sensors ready (node 7)
[I][gradient_mesh] Node 7 (g=3) sim init OK
[I][gradient_mesh] Provisioned: 0x0008  gradient=3
[I][gradient_mesh] Node 7 → 0x0004  T=25.1 H=72.0 S=56.6
[I][gradient_mesh] Node 7 → 0x0004  T=24.6 H=73.6 S=55.6
[I][gradient_mesh] Node 7 → 0x0004  T=24.5 H=72.3 S=56.0
[I][gradient_mesh] Node 7 → 0x0004  T=24.9 H=72.2 S=53.5
[I][gradient_mesh] Node 7 → 0x0004  T=24.9 H=72.9 S=53.8
[I][gradient_mesh] Node 7 → 0x0004  T=24.9 H=72.5 S=56.9
[I][gradient_mesh] Node 7 → 0x0004  T=24.9 H=73.2 S=53.2
[I][gradient_mesh] Node 7 → 0x0004  T=24.8 H=71.5 S=55.8
[I][gradient_mesh] Node 7 → 0x0004  T=24.8 H=72.2 S=56.1
[I][gradient_mesh] Node 7 → 0x0004  T=24.8 H=71.8 S=55.1
[I][gradient_mesh] Node 7 → 0x0004  T=24.8 H=71.2 S=53.1
[I][gradient_mesh] Node 7 → 0x0004  T=24.7 H=72.0 S=53.4
[I][gradient_mesh] Node 7 → 0x0004  T=24.5 H=71.8 S=55.0
[I][gradient_mesh] Node 7 → 0x0004  T=24.5 H=72.5 S=55.3
[I][gradient_mesh] Node 7 → 0x0004  T=24.5 H=72.1 S=54.4
[I][gradient_mesh] Node 7 → 0x0004  T=24.5 H=70.9 S=54.7
[I][gradient_mesh] Node 7 → 0x0004  T=24.2 H=72.2 S=55.2
[I][gradient_mesh] Node 7 → 0x0004  T=24.1 H=71.0 S=55.6
[I][gradient_mesh] Node 7 → 0x0004  T=24.2 H=72.6 S=54.6
[I][gradient_mesh] Node 7 → 0x0004  T=24.1 H=71.3 S=54.9
[I][gradient_mesh] Node 7 → 0x0004  T=24.6 H=71.2 S=56.5
[I][gradient_mesh] Node 7 → 0x0004  T=24.5 H=71.9 S=56.8
[I][gradient_mesh] Node 7 → 0x0004  T=24.0 H=71.5 S=55.9
[I][gradient_mesh] Node 7 → 0x0004  T=23.9 H=72.3 S=56.2
